key_id,player_id,family_name,given_name,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link
25,P-77199,Abdulghani,Hussein,1977-01-21,0,0,1,0,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Hussein_Sulaimani
26,P-73110,Abdulghani,Hussein,1977-01-23,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Hussein_Abdulghani
27,P-08125,Abdulhamid,Saud,1999-07-18,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Saud_Abdulhamid
28,P-03048,Abdullah,Majed,1959-11-01,0,0,0,0,1,1,1994,https://en.wikipedia.org/wiki/Majed_Abdullah
29,P-75724,Abdullahi,Shehu,1993-03-12,0,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Shehu_Abdullahi
31,P-00148,Abe,Yuki,1981-09-06,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Yuki_Abe
32,P-56772,Abedzadeh,Ahmad Reza,1966-05-25,0,1,0,0,0,1,1998,https://en.wikipedia.org/wiki/Ahmad_Reza_Abedzadeh
34,P-02805,Abega,Théophile,1954-07-09,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Th%C3%A9ophile_Abega
35,P-85334,Abegglen,André,1909-03-07,0,0,0,0,1,2,"1934, 1938",https://en.wikipedia.org/wiki/Andr%C3%A9_Abegglen
37,P-24945,Abelardo,not applicable,1970-03-19,0,0,1,0,0,2,"1994, 1998",https://en.wikipedia.org/wiki/Abelardo_Fern%C3%A1ndez
41,P-00685,Abid,Anad,1955-08-03,0,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Anad_Abid
42,P-04469,Abidal,Eric,1979-09-11,0,0,1,0,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Eric_Abidal
45,P-22858,Abonyi,Attila,1946-08-16,0,0,0,0,1,1,1974,https://en.wikipedia.org/wiki/Attila_Abonyi
46,P-53452,Aboubakar,Vincent,1992-01-22,0,0,0,0,1,3,"2010, 2014, 2022",https://en.wikipedia.org/wiki/Vincent_Aboubakar
47,P-48295,Aboukhlal,Zakaria,2000-02-18,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Zakaria_Aboukhlal
48,P-62807,Abouzeid,Taher,1962-04-10,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Taher_Abouzeid
50,P-64134,Abramczik,Rüdiger,1956-02-18,0,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/R%C3%BCdiger_Abramczik
51,P-51300,Abrami,Lahcen,1969-12-31,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Lahcen_Abrami
53,P-64372,Abreu,Sebastián,1976-10-17,0,0,0,0,1,2,"2002, 2010",https://en.wikipedia.org/wiki/Sebasti%C3%A1n_Abreu
57,P-17067,Aceros,Germán,1938-09-30,0,0,0,0,1,1,1962,https://en.wikipedia.org/wiki/Germ%C3%A1n_Aceros
60,P-48167,Acevedo,Eduardo Mario,1959-09-25,0,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Eduardo_Mario_Acevedo
63,P-29870,Achilier,Gabriel,1985-03-24,0,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Gabriel_Achilier
65,P-67954,Aćimović,Jovan,1948-06-21,0,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Jovan_A%C4%87imovi%C4%87
66,P-44943,Ačimovič,Milenko,1977-02-15,0,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Milenko_A%C4%8Dimovi%C4%8D
67,P-65320,Acosta,Jhonny,1983-07-21,0,0,1,0,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Jhonny_Acosta
68,P-86410,Acosta,Kellyn,1995-07-24,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Kellyn_Acosta
70,P-63370,Acquah,Afriyie,1992-01-05,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Afriyie_Acquah
71,P-43934,Acuña,Clarence,1975-02-08,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Clarence_Acu%C3%B1a
73,P-73712,Acuña,Marcos,1991-10-28,0,0,1,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Marcos_Acu%C3%B1a
74,P-17884,Acuña,Roberto,1972-03-25,0,0,0,1,0,3,"1998, 2002, 2006",https://en.wikipedia.org/wiki/Roberto_Acu%C3%B1a
76,P-26945,Adamache,Stere,1941-08-17,0,1,0,0,0,1,1970,https://en.wikipedia.org/wiki/Stere_Adamache
77,P-34289,Adamec,Jozef,1942-02-26,0,0,0,0,1,2,"1962, 1970",https://en.wikipedia.org/wiki/Jozef_Adamec
81,P-54003,Adams,Tony,1966-10-10,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Tony_Adams
82,P-14151,Adams,Tyler,1999-02-14,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Tyler_Adams
85,P-77757,Addo,Eric,1978-11-12,0,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Eric_Addo
86,P-23846,Addo,Otto,1975-06-09,0,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Otto_Addo
87,P-56284,Addy,Lee,1985-09-26,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Lee_Addy
88,P-48772,Adebayor,Emmanuel,1984-02-26,0,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Emmanuel_Adebayor
89,P-55821,Adekugbe,Sam,1995-01-16,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Sam_Adekugbe
90,P-03894,Adelardo,not applicable,1939-09-26,0,0,0,1,0,2,"1962, 1966",https://en.wikipedia.org/wiki/Adelardo_Rodr%C3%ADguez
92,P-49381,Ademir,not applicable,1922-11-08,0,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Ademir_Marques_de_Menezes
93,P-56969,Adepoju,Mutiu,1970-12-22,0,0,0,1,0,3,"1994, 1998, 2002",https://en.wikipedia.org/wiki/Mutiu_Adepoju
95,P-65216,Adiyiah,Dominic,1989-11-29,0,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Dominic_Adiyiah
98,P-67189,Adomah,Albert,1987-12-13,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Albert_Adomah
100,P-20372,Adriano,not applicable,1982-02-17,0,0,0,0,1,1,2006,"https://en.wikipedia.org/wiki/Adriano_(footballer,_born_1982)"
101,P-47833,Advíncula,Luis,1990-03-02,0,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Luis_Adv%C3%ADncula
102,P-32222,Aebischer,Michel,1997-01-06,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Michel_Aebischer
106,P-81141,Afellay,Ibrahim,1986-04-02,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Ibrahim_Afellay
107,P-05368,Afful,Harrison,1986-06-24,0,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Harrison_Afful
108,P-47319,Afif,Akram,1996-11-18,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Akram_Afif
109,P-55727,Afolabi,Rabiu,1980-04-18,0,0,1,0,0,2,"2002, 2010",https://en.wikipedia.org/wiki/Rabiu_Afolabi
110,P-76618,Afonin,Valentin,1939-12-22,0,0,1,1,0,2,"1966, 1970",https://en.wikipedia.org/wiki/Valentin_Afonin
113,P-30416,Agassa,Kossi,1978-07-02,0,1,0,0,0,1,2006,https://en.wikipedia.org/wiki/Kossi_Agassa
115,P-68499,Agbo,Hans,1967-09-26,0,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Hans_Agbo
116,P-08310,Agboh,Kuami,1977-12-28,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Kuami_Agboh
118,P-52264,Agger,Daniel,1984-12-12,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Daniel_Agger
119,P-74228,Aghahowa,Julius,1982-02-12,0,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Julius_Aghahowa
121,P-72797,Agoos,Jeff,1968-05-02,0,0,1,0,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Jeff_Agoos
122,P-44105,Agrebi,Hamadi,1951-03-20,0,0,0,1,0,1,1978,https://en.wikipedia.org/wiki/Mohamed_Ben_Rehaiem
124,P-77856,Águas,Rui,1960-04-28,0,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Rui_%C3%81guas_(footballer)
125,P-47490,Aguerd,Nayef,1996-03-30,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Nayef_Aguerd
126,P-17292,Agüero,Juan Bautista,1935-06-24,0,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Juan_Bautista_Ag%C3%BCero
127,P-36870,Agüero,Sergio,1988-06-02,0,0,0,0,1,3,"2010, 2014, 2018",https://en.wikipedia.org/wiki/Sergio_Ag%C3%BCero
129,P-76705,Aguilar,Abel,1985-01-06,0,0,0,1,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Abel_Aguilar
131,P-01835,Aguilar,Paul,1986-03-06,0,0,1,0,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Paul_Aguilar
133,P-44957,Aguilera,Brandon,2003-06-28,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Brandon_Aguilera
134,P-57189,Aguilera,Carlos,1964-09-21,0,0,0,0,1,2,"1986, 1990",https://en.wikipedia.org/wiki/Carlos_Aguilera_(Uruguayan_footballer)
135,P-08700,Aguilera,Carlos,1969-05-22,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Carlos_Aguilera_(Spanish_footballer)
139,P-23101,Aguinaga,Álex,1968-07-09,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/%C3%81lex_Aguinaga
141,P-59792,Aguirre,Javier,1958-12-01,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Javier_Aguirre
143,P-89904,Agyemang-Badu,Emmanuel,1990-12-02,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Emmanuel_Agyemang-Badu
144,P-30429,Ahlström,Thomas,1952-07-17,0,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Thomas_Ahlstr%C3%B6m
148,P-33804,Ahmed,Homam,1999-08-25,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Homam_Ahmed
150,P-26616,Ahn,Jung-hwan,1976-01-27,0,0,0,0,1,3,"2002, 2006, 2010",https://en.wikipedia.org/wiki/Ahn_Jung-hwan
152,P-34039,Ahumada,Sergio,1948-10-02,0,0,0,0,1,1,1974,https://en.wikipedia.org/wiki/Sergio_Ahumada
156,P-22801,Aigner,Ernst,1966-10-31,0,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Ernst_Aigner
157,P-25906,Aimar,Pablo,1979-11-03,0,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Pablo_Aimar
162,P-08096,Aitken,Roy,1958-11-24,0,0,1,0,0,2,"1986, 1990",https://en.wikipedia.org/wiki/Roy_Aitken
169,P-48722,Akalé,Kanga,1981-03-07,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Kanga_Akal%C3%A9
170,P-23925,Akanji,Manuel,1995-07-19,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Manuel_Akanji
171,P-64438,Aké,Nathan,1995-02-18,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Nathan_Ak%C3%A9
174,P-47488,Akid,Mohamed,1949-07-05,0,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/Mohamed_Akid
176,P-95453,Akinfeev,Igor,1986-04-08,0,1,0,0,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Igor_Akinfeev
177,P-34956,Akita,Yutaka,1970-08-06,0,0,1,0,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Yutaka_Akita
182,P-07482,Akwá,not applicable,1977-05-30,0,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Akw%C3%A1
183,P-48288,Akwuegbu,Benedict,1974-11-03,0,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Benedict_Akwuegbu
184,P-79130,Akyel,Fatih,1977-12-26,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Fatih_Akyel
185,P-76864,Al-Abed,Nawaf,1990-01-26,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Nawaf_Al-Abed
186,P-45581,Al-Aboud,Abdulrahman,1995-06-01,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Abdulrahman_Al-Aboud
187,P-12335,Al-Amri,Abdulelah,1997-01-15,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Abdulelah_Al-Amri
188,P-22789,Al-Anazi,Awad,1968-09-24,0,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Awad_Al-Anazi
189,P-88607,Al-Anberi,Abdulaziz,1954-01-03,0,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Abdulaziz_Al-Anberi
193,P-23379,Al-Bishi,Fahad,1965-09-10,0,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Fahad_Al-Bishi
195,P-94422,Al-Breik,Mohammed,1992-09-15,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Mohammed_Al-Breik
196,P-87284,Al-Bulaihi,Ali,1989-11-21,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Ali_Al-Bulaihi
198,P-49203,Al-Buloushi,Abdullah,1960-02-16,0,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Abdullah_Al-Buloushi
199,P-89845,Al-Buraikan,Firas,2000-05-14,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Firas_Al-Buraikan
200,P-33410,Al-Dakhil,Faisal,1957-08-13,0,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Faisal_Al-Dakhil
202,P-10907,Al-Dawsari,Nasser,1998-12-19,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Nasser_Al-Dawsari
203,P-70583,Al-Dawsari,Salem,1991-08-19,0,0,0,1,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Salem_Al-Dawsari
204,P-12996,Al-Deayea,Mohamed,1972-08-02,0,1,0,0,0,4,"1994, 1998, 2002, 2006",https://en.wikipedia.org/wiki/Mohamed_Al-Deayea
205,P-53448,Al-Dokhi,Ahmed,1976-10-25,0,0,1,0,0,3,"1998, 2002, 2006",https://en.wikipedia.org/wiki/Ahmed_Dokhi
206,P-60332,Al-Dosari,Abdullah,1969-11-01,0,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Abdullah_Al-Dosari
207,P-17941,Al-Dosari,Khamis,1973-09-08,0,0,0,1,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Khamis_Al-Dosari
208,P-85019,Al-Dosari,Obeid,1975-10-02,0,0,0,0,1,2,"1998, 2002",https://en.wikipedia.org/wiki/Obeid_Al-Dosari
209,P-93688,Al-Faraj,Salman,1989-08-01,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Salman_Al-Faraj
210,P-00585,Al-Ghamdi,Omar,1979-04-11,0,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Omar_Al-Ghamdi
212,P-06789,Al-Ghannam,Sultan,1994-05-06,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Sultan_Al-Ghannam
213,P-39267,Al-Ghesheyan,Fahad,1973-08-01,0,0,0,0,1,1,1994,https://en.wikipedia.org/wiki/Fahad_Al-Ghesheyan
214,P-17103,Al-Haddad,Abdulrahman,1966-03-23,0,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Abdulrahman_Al-Haddad
218,P-81321,Al-Harbi,Ibrahim,1975-07-10,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Ibrahim_Al-Harbi
221,P-88984,Al-Harthi,Saad,1984-02-03,0,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Saad_Al-Harthi
223,P-45413,Al-Hassan,Ali,1997-03-04,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Ali_Al-Hassan
224,P-38732,Al-Haydos,Hassan,1990-12-11,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Hassan_Al-Haydos
226,P-90628,Al-Houti,Saad,1954-05-24,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Saad_Al-Houti
227,P-88041,Al-Jaber,Sami,1972-12-11,0,0,0,0,1,4,"1994, 1998, 2002, 2006",https://en.wikipedia.org/wiki/Sami_Al-Jaber
228,P-55518,Al-Jahani,Mohammed,1974-09-28,0,0,1,0,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Mohammed_Al-Jahani
230,P-68738,Al-Jasem,Waleed,1959-11-18,0,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Waleed_Al-Jasem
231,P-66636,Al-Jassim,Taisir,1984-07-25,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Taisir_Al-Jassim
232,P-26868,Al-Jumaan,Abdullah,1977-11-10,0,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Abdullah_Al-Jumaan
235,P-76946,Al-Khathran,Abdulaziz,1973-07-31,0,0,1,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Abdulaziz_Khathran
236,P-44462,Al-Khilaiwi,Mohammed,1971-08-21,0,0,1,0,0,2,"1994, 1998",https://en.wikipedia.org/wiki/Mohammed_Al-Khilaiwi
238,P-20216,Al-Malki,Abdulellah,1994-10-11,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Abdulellah_Al-Malki
239,P-61496,Al-Mayouf,Abdullah,1987-01-23,0,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Abdullah_Al-Mayouf
240,P-89920,Al-Mehallel,Fahad,1970-11-11,0,0,0,0,1,2,"1994, 1998",https://en.wikipedia.org/wiki/Fahad_Al-Mehallel
241,P-77853,Al-Mogahwi,Housain,1988-03-24,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Housain_Al-Mogahwi
242,P-48279,Al-Montashari,Hamad,1982-06-22,0,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Hamad_Al-Montashari
243,P-40442,Al-Mosailem,Yasser,1984-02-27,0,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Yasser_Al-Mosailem
244,P-24301,Al-Muwallad,Fahad,1994-09-14,0,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Fahad_Al-Muwallad
245,P-78753,Al-Muwallid,Khalid,1971-11-23,0,0,0,1,0,2,"1994, 1998",https://en.wikipedia.org/wiki/Khaled_Al-Muwallid
246,P-87569,Al-Najei,Sami,1997-02-07,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Sami_Al-Najei
247,P-41428,Al-Owairan,Saeed,1967-08-19,0,0,0,1,1,2,"1994, 1998",https://en.wikipedia.org/wiki/Saeed_Al-Owairan
248,P-85438,Al-Owais,Mohammed,1991-10-10,0,1,0,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Mohammed_Al-Owais
251,P-87114,Al-Qahtani,Yasser,1982-10-10,0,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Yasser_Al-Qahtani
252,P-15161,Al-Rawi,Bassam,1997-12-16,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Bassam_Al-Rawi
255,P-83734,Al-Sahlawi,Mohammad,1987-01-10,0,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Mohammad_Al-Sahlawi
256,P-92151,Al-Shahrani,Ibrahim,1974-07-21,0,0,0,1,1,2,"1998, 2002",https://en.wikipedia.org/wiki/Ibrahim_Al-Shahrani
257,P-45457,Al-Shahrani,Yasser,1992-05-25,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Yasser_Al-Shahrani
258,P-11262,Al-Shalhoub,Mohammad,1980-12-08,0,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Mohammad_Al-Shalhoub
259,P-70879,Al-Sheeb,Saad,1990-02-19,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Saad_Al-Sheeb
260,P-48349,Al-Shehri,Fouzi,1980-05-15,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Fouzi_Al-Shehri
261,P-37308,Al-Shehri,Saleh,1993-11-01,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Saleh_Al-Shehri
262,P-23568,Al-Shehri,Yahya,1990-06-26,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Yahya_Al-Shehri
263,P-61662,Al-Shemmari,Hamoud,1960-09-26,0,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Hamoud_Al-Shemmari
264,P-88598,Al-Suwayed,Yussef,1958-09-20,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Yussef_Al-Suwayed
266,P-11032,Al-Talyani,Adnan,1964-10-30,0,0,0,0,1,1,1990,https://en.wikipedia.org/wiki/Adnan_Al_Talyani
267,P-93173,Al-Tambakti,Hassan,1999-02-09,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Hassan_Al-Tambakti
268,P-21692,Al-Tarabulsi,Ahmed,1947-03-22,0,1,0,0,0,1,1982,https://en.wikipedia.org/wiki/Ahmed_Al-Tarabulsi
269,P-20886,Al-Temyat,Nawaf,1976-06-28,0,0,0,1,0,3,"1998, 2002, 2006",https://en.wikipedia.org/wiki/Nawaf_Al-Temyat
271,P-30161,Al-Thunayan,Yousuf,1963-11-18,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Yousuf_Al-Thunayan
272,P-75813,Al-Waked,Abdullah,1975-09-29,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Abdullah_Al-Waked
273,P-00683,Al-Yami,Al Hasan,1972-08-21,0,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Al_Hasan_Al-Yami
274,P-57100,Alaaeldin,Ahmed,1993-01-31,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Ahmed_Alaaeldin
275,P-30493,Aladzhov,Stefan,1947-10-18,0,0,1,0,0,2,"1970, 1974",https://en.wikipedia.org/wiki/Stefan_Aladzhov
277,P-50217,Alaoui,Ahmed,1949-01-01,0,0,0,0,1,1,1970,https://en.wikipedia.org/wiki/Ahmed_Alaoui
278,P-62567,Alaoui,Zakaria,1966-06-17,0,1,0,0,0,1,1994,https://en.wikipedia.org/wiki/Zakaria_Alaoui
279,P-01416,Alba,Jordi,1989-03-21,0,0,1,0,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Jordi_Alba
281,P-21683,Albelda,David,1977-09-01,0,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/David_Albelda
282,P-21188,Albert,Flórián,1941-09-15,0,0,0,1,1,2,"1962, 1966","https://en.wikipedia.org/wiki/Fl%C3%B3ri%C3%A1n_Albert,_Sr."
283,P-43307,Albert,Philippe,1967-08-10,0,0,1,0,0,2,"1990, 1994",https://en.wikipedia.org/wiki/Philippe_Albert
284,P-87231,Albertini,Demetrio,1971-08-23,0,0,0,1,0,2,"1994, 1998",https://en.wikipedia.org/wiki/Demetrio_Albertini
285,P-25829,Alberto,Carlos,1944-07-17,0,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Carlos_Alberto_Torres
286,P-70569,Alberto,Julio,1958-10-07,0,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Julio_Alberto
287,P-73673,Albertosi,Enrico,1939-11-02,0,1,0,0,0,4,"1962, 1966, 1970, 1974",https://en.wikipedia.org/wiki/Enrico_Albertosi
288,P-24647,Albiol,Raúl,1985-09-04,0,0,1,0,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Ra%C3%BAl_Albiol
289,P-39517,Albiston,Arthur,1957-07-14,0,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Arthur_Albiston
297,P-87859,Alcaraz,Antolín,1982-07-30,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Antol%C3%ADn_Alcaraz
301,P-56505,Aldair,not applicable,1965-11-30,0,0,1,0,0,3,"1990, 1994, 1998",https://en.wikipedia.org/wiki/Aldair
302,P-70547,Alderweireld,Toby,1989-03-02,0,0,1,0,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Toby_Alderweireld
303,P-42603,Aldridge,John,1958-09-18,0,0,0,0,1,2,"1990, 1994",https://en.wikipedia.org/wiki/John_Aldridge
304,P-86677,Aleinikov,Sergei,1961-11-07,0,0,0,1,0,2,"1986, 1990",https://en.wikipedia.org/wiki/Sergei_Aleinikov
307,P-76896,Alemão,not applicable,1961-11-22,0,0,0,1,0,2,"1986, 1990","https://en.wikipedia.org/wiki/Alem%C3%A3o_(footballer,_born_1961)"
309,P-51792,Alenichev,Dmitri,1972-10-20,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Dmitri_Alenichev
311,P-05318,Alexander-Arnold,Trent,1998-10-07,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Trent_Alexander-Arnold
312,P-42808,Alexandersson,Niclas,1971-12-29,0,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Niclas_Alexandersson
313,P-80966,Alexandris,Alexis,1968-10-21,0,0,0,0,1,1,1994,https://en.wikipedia.org/wiki/Alexis_Alexandris
314,P-22433,Alexanko,José Ramón,1956-05-19,0,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Jos%C3%A9_Ram%C3%B3n_Alexanko
